transaction_id,processor_name,amount,currency,status,merchant_id,transaction_date,reference_number,fee
TXN_STRIPE_20250930_0009,stripe,69.99,USD,completed,MERCH_009,2025-10-05 19:04:28.797777,REF_STRIPE_9,2.33
TXN_STRIPE_20250930_0014,stripe,499.99,USD,completed,MERCH_014,2025-10-05 19:04:28.800024,REF_STRIPE_14,14.80
TXN_STRIPE_20250930_0030,stripe,2.49,USD,completed,MERCH_030,2025-10-05 19:04:28.802377,REF_STRIPE_30,0.37
TXN_STRIPE_20250930_0037,stripe,1.99,USD,completed,MERCH_037,2025-10-05 19:04:28.803142,REF_STRIPE_37,0.36
TXN_STRIPE_20250930_0049,stripe,5.99,USD,completed,MERCH_049,2025-10-05 19:04:28.805300,REF_STRIPE_49,0.47
TXN_STRIPE_20250930_0055,stripe,8.99,USD,completed,MERCH_005,2025-10-05 19:04:35.197903,REF_STRIPE_55,0.56
TXN_STRIPE_20250930_0064,stripe,499.99,USD,completed,MERCH_014,2025-10-05 19:04:35.199505,REF_STRIPE_64,14.80
TXN_STRIPE_20250930_0066,stripe,1.99,USD,completed,MERCH_016,2025-10-05 19:04:35.199745,REF_STRIPE_66,0.36
TXN_STRIPE_20250930_0089,stripe,1.99,USD,completed,MERCH_039,2025-10-05 19:04:35.200622,REF_STRIPE_89,0.36
TXN_STRIPE_20250930_0096,stripe,14.99,USD,completed,MERCH_046,2025-10-05 19:04:35.200845,REF_STRIPE_96,0.73
TXN_STRIPE_20250930_0105,stripe,8.99,USD,completed,MERCH_005,2025-10-05 19:04:36.657516,REF_STRIPE_105,0.56
TXN_STRIPE_20250930_0121,stripe,1.49,USD,completed,MERCH_021,2025-10-05 19:04:36.658953,REF_STRIPE_121,0.34
TXN_STRIPE_20250930_0130,stripe,2.49,USD,completed,MERCH_030,2025-10-05 19:04:36.659870,REF_STRIPE_130,0.37
TXN_STRIPE_20250930_0131,stripe,0.79,USD,completed,MERCH_031,2025-10-05 19:04:36.659942,REF_STRIPE_131,0.32
TXN_STRIPE_20250930_0134,stripe,7.99,USD,completed,MERCH_034,2025-10-05 19:04:36.660213,REF_STRIPE_134,0.53
TXN_STRIPE_20250930_0140,stripe,3.99,USD,completed,MERCH_040,2025-10-05 19:04:36.661072,REF_STRIPE_140,0.42
TXN_STRIPE_20250930_0161,stripe,1899.99,USD,completed,MERCH_011,2025-10-05 19:04:38.302616,REF_STRIPE_161,55.40
TXN_STRIPE_20250930_0172,stripe,10.99,USD,completed,MERCH_022,2025-10-05 19:04:38.308296,REF_STRIPE_172,0.62
TXN_STRIPE_20250930_0177,stripe,6.99,USD,completed,MERCH_027,2025-10-05 19:04:38.308767,REF_STRIPE_177,0.50
TXN_STRIPE_20250930_0185,stripe,2.29,USD,completed,MERCH_035,2025-10-05 19:04:38.309725,REF_STRIPE_185,0.37
TXN_STRIPE_20250930_0188,stripe,5.99,USD,completed,MERCH_038,2025-10-05 19:04:38.310131,REF_STRIPE_188,0.47
TXN_STRIPE_20250930_0189,stripe,1.99,USD,completed,MERCH_039,2025-10-05 19:04:38.310235,REF_STRIPE_189,0.36
TXN_STRIPE_20250930_0191,stripe,2.49,USD,completed,MERCH_041,2025-10-05 19:04:38.310428,REF_STRIPE_191,0.37
TXN_STRIPE_20250930_0193,stripe,59.99,USD,completed,MERCH_043,2025-10-05 19:04:38.310613,REF_STRIPE_193,2.04
TXN_STRIPE_20250930_0199,stripe,5.99,USD,completed,MERCH_049,2025-10-05 19:04:38.311331,REF_STRIPE_199,0.47
TXN_STRIPE_20250930_0202,stripe,19.99,USD,completed,MERCH_002,2025-10-05 19:04:39.597281,REF_STRIPE_202,0.88
TXN_STRIPE_20250930_0213,stripe,299.99,USD,completed,MERCH_013,2025-10-05 19:04:39.598646,REF_STRIPE_213,9.00
TXN_STRIPE_20250930_0228,stripe,5.49,USD,completed,MERCH_028,2025-10-05 19:04:39.607269,REF_STRIPE_228,0.46
TXN_STRIPE_20250930_0244,stripe,29.99,USD,completed,MERCH_044,2025-10-05 19:04:39.608536,REF_STRIPE_244,1.17
TXN_STRIPE_20250930_0247,stripe,49.99,USD,completed,MERCH_047,2025-10-05 19:04:39.608996,REF_STRIPE_247,1.75
TXN_STRIPE_20250930_0252,stripe,19.99,USD,completed,MERCH_002,2025-10-05 19:04:42.491509,REF_STRIPE_252,0.88
TXN_STRIPE_20250930_0296,stripe,14.99,USD,completed,MERCH_046,2025-10-05 19:04:42.493220,REF_STRIPE_296,0.73
TXN_STRIPE_20250930_0297,stripe,49.99,USD,completed,MERCH_047,2025-10-05 19:04:42.493248,REF_STRIPE_297,1.75
TXN_STRIPE_20250930_0300,stripe,9.99,USD,completed,MERCH_050,2025-10-05 19:04:42.493421,REF_STRIPE_300,0.59
TXN_STRIPE_20250930_0303,stripe,14.99,USD,completed,MERCH_003,2025-10-05 19:04:45.650607,REF_STRIPE_303,0.73
TXN_STRIPE_20250930_0322,stripe,10.99,USD,completed,MERCH_022,2025-10-05 19:04:45.653786,REF_STRIPE_322,0.62
TXN_STRIPE_20250930_0324,stripe,14.99,USD,completed,MERCH_024,2025-10-05 19:04:45.654315,REF_STRIPE_324,0.73
TXN_STRIPE_20250930_0328,stripe,5.49,USD,completed,MERCH_028,2025-10-05 19:04:45.657324,REF_STRIPE_328,0.46
TXN_STRIPE_20250930_0330,stripe,2.49,USD,completed,MERCH_030,2025-10-05 19:04:45.657730,REF_STRIPE_330,0.37
TXN_STRIPE_20250930_0339,stripe,1.99,USD,completed,MERCH_039,2025-10-05 19:04:45.659401,REF_STRIPE_339,0.36
TXN_STRIPE_20250930_0344,stripe,29.99,USD,completed,MERCH_044,2025-10-05 19:04:45.660040,REF_STRIPE_344,1.17
TXN_STRIPE_20250930_0357,stripe,129.99,USD,completed,MERCH_007,2025-10-05 19:04:46.372151,REF_STRIPE_357,4.07
TXN_STRIPE_20250930_0363,stripe,299.99,USD,completed,MERCH_013,2025-10-05 19:04:46.372961,REF_STRIPE_363,9.00
TXN_STRIPE_20250930_0377,stripe,6.99,USD,completed,MERCH_027,2025-10-05 19:04:46.375339,REF_STRIPE_377,0.50
TXN_STRIPE_20250930_0383,stripe,4.99,USD,completed,MERCH_033,2025-10-05 19:04:46.376275,REF_STRIPE_383,0.44
TXN_STRIPE_20250930_0385,stripe,2.29,USD,completed,MERCH_035,2025-10-05 19:04:46.376565,REF_STRIPE_385,0.37
TXN_STRIPE_20250930_0386,stripe,19.99,USD,completed,MERCH_036,2025-10-05 19:04:46.376657,REF_STRIPE_386,0.88
TXN_STRIPE_20250930_0394,stripe,29.99,USD,completed,MERCH_044,2025-10-05 19:04:46.377580,REF_STRIPE_394,1.17
TXN_STRIPE_20250930_0404,stripe,12.99,USD,completed,MERCH_004,2025-10-05 19:04:47.341701,REF_STRIPE_404,0.68
TXN_STRIPE_20250930_0423,stripe,2.99,USD,completed,MERCH_023,2025-10-05 19:04:47.342576,REF_STRIPE_423,0.39
TXN_STRIPE_20250930_0425,stripe,1.29,USD,completed,MERCH_025,2025-10-05 19:04:47.342638,REF_STRIPE_425,0.34
TXN_STRIPE_20250930_0435,stripe,2.29,USD,completed,MERCH_035,2025-10-05 19:04:47.342938,REF_STRIPE_435,0.37
TXN_STRIPE_20250930_0442,stripe,0.99,USD,completed,MERCH_042,2025-10-05 19:04:47.343188,REF_STRIPE_442,0.33
TXN_STRIPE_20250930_0446,stripe,14.99,USD,completed,MERCH_046,2025-10-05 19:04:47.343329,REF_STRIPE_446,0.73
TXN_STRIPE_20250930_0464,stripe,499.99,USD,completed,MERCH_014,2025-10-05 19:04:48.709195,REF_STRIPE_464,14.80
TXN_STRIPE_20250930_0504,stripe,12.99,USD,completed,MERCH_004,2025-10-05 19:04:49.505664,REF_STRIPE_504,0.68
TXN_STRIPE_20250930_0517,stripe,12.99,USD,completed,MERCH_017,2025-10-05 19:04:49.506255,REF_STRIPE_517,0.68
TXN_STRIPE_20250930_0519,stripe,9.99,USD,completed,MERCH_019,2025-10-05 19:04:49.506314,REF_STRIPE_519,0.59
TXN_STRIPE_20250930_0611,stripe,1899.99,USD,completed,MERCH_011,2025-10-05 19:04:50.970097,REF_STRIPE_611,55.40
TXN_STRIPE_20250930_0625,stripe,1.29,USD,completed,MERCH_025,2025-10-05 19:04:50.974121,REF_STRIPE_625,0.34
TXN_STRIPE_20250930_0643,stripe,59.99,USD,completed,MERCH_043,2025-10-05 19:04:50.976615,REF_STRIPE_643,2.04
TXN_STRIPE_20250930_0645,stripe,39.99,USD,completed,MERCH_045,2025-10-05 19:04:50.977113,REF_STRIPE_645,1.46
TXN_STRIPE_20250930_0682,stripe,3.49,USD,completed,MERCH_032,2025-10-05 19:04:51.630027,REF_STRIPE_682,0.40
TXN_STRIPE_20250930_0688,stripe,5.99,USD,completed,MERCH_038,2025-10-05 19:04:51.630391,REF_STRIPE_688,0.47
TXN_STRIPE_20250930_0703,stripe,14.99,USD,completed,MERCH_003,2025-10-05 19:04:52.521183,REF_STRIPE_703,0.73
TXN_STRIPE_20250930_0705,stripe,8.99,USD,completed,MERCH_005,2025-10-05 19:04:52.521365,REF_STRIPE_705,0.56
TXN_STRIPE_20250930_0710,stripe,79.99,USD,completed,MERCH_010,2025-10-05 19:04:52.521938,REF_STRIPE_710,2.62
TXN_STRIPE_20250930_0716,stripe,1.99,USD,completed,MERCH_016,2025-10-05 19:04:52.522595,REF_STRIPE_716,0.36
TXN_STRIPE_20250930_0717,stripe,12.99,USD,completed,MERCH_017,2025-10-05 19:04:52.522766,REF_STRIPE_717,0.68
TXN_STRIPE_20250930_0763,stripe,299.99,USD,completed,MERCH_013,2025-10-05 19:04:53.220752,REF_STRIPE_763,9.00
TXN_STRIPE_20250930_0770,stripe,4.99,USD,completed,MERCH_020,2025-10-05 19:04:53.221947,REF_STRIPE_770,0.44
TXN_STRIPE_20250930_0776,stripe,0.99,USD,completed,MERCH_026,2025-10-05 19:04:53.225516,REF_STRIPE_776,0.33
TXN_STRIPE_20250930_0795,stripe,39.99,USD,completed,MERCH_045,2025-10-05 19:04:53.227775,REF_STRIPE_795,1.46
TXN_STRIPE_20250930_0817,stripe,12.99,USD,completed,MERCH_017,2025-10-05 19:04:53.841180,REF_STRIPE_817,0.68
TXN_STRIPE_20250930_0823,stripe,2.99,USD,completed,MERCH_023,2025-10-05 19:04:53.841407,REF_STRIPE_823,0.39
TXN_STRIPE_20250930_0830,stripe,2.49,USD,completed,MERCH_030,2025-10-05 19:04:53.841762,REF_STRIPE_830,0.37
TXN_STRIPE_20250930_0837,stripe,1.99,USD,completed,MERCH_037,2025-10-05 19:04:53.842309,REF_STRIPE_837,0.36
TXN_STRIPE_20250930_0843,stripe,59.99,USD,completed,MERCH_043,2025-10-05 19:04:53.842884,REF_STRIPE_843,2.04
TXN_STRIPE_20250930_0880,stripe,2.49,USD,completed,MERCH_030,2025-10-05 19:04:54.553145,REF_STRIPE_880,0.37
TXN_STRIPE_20250930_0885,stripe,2.29,USD,completed,MERCH_035,2025-10-05 19:04:54.553300,REF_STRIPE_885,0.37
TXN_STRIPE_20250930_0904,stripe,12.99,USD,completed,MERCH_004,2025-10-05 19:04:55.360311,REF_STRIPE_904,0.68
TXN_STRIPE_20250930_0925,stripe,1.29,USD,completed,MERCH_025,2025-10-05 19:04:55.363142,REF_STRIPE_925,0.34
TXN_STRIPE_20250930_0955,stripe,8.99,USD,completed,MERCH_005,2025-10-05 19:04:56.227985,REF_STRIPE_955,0.56
TXN_STRIPE_20250930_0962,stripe,2499.99,USD,completed,MERCH_012,2025-10-05 19:04:56.228948,REF_STRIPE_962,72.80
TXN_STRIPE_20250930_0963,stripe,299.99,USD,completed,MERCH_013,2025-10-05 19:04:56.229046,REF_STRIPE_963,9.00
TXN_STRIPE_20250930_0972,stripe,10.99,USD,completed,MERCH_022,2025-10-05 19:04:56.229970,REF_STRIPE_972,0.62
TXN_STRIPE_20250930_0973,stripe,2.99,USD,completed,MERCH_023,2025-10-05 19:04:56.230132,REF_STRIPE_973,0.39
TXN_STRIPE_20250930_0998,stripe,7.99,USD,completed,MERCH_048,2025-10-05 19:04:56.236437,REF_STRIPE_998,0.53
TXN_STRIPE_20250930_1021,stripe,1.49,USD,completed,MERCH_021,2025-10-05 19:04:56.896266,REF_STRIPE_1021,0.34
TXN_STRIPE_20250930_1032,stripe,3.49,USD,completed,MERCH_032,2025-10-05 19:04:56.896649,REF_STRIPE_1032,0.40
TXN_STRIPE_20250930_1038,stripe,5.99,USD,completed,MERCH_038,2025-10-05 19:04:56.896922,REF_STRIPE_1038,0.47
