transaction_id,processor_name,amount,currency,status,merchant_id,transaction_date,reference_number,fee
TXN_STRIPE_20250928_0003,stripe,14.99,USD,completed,MERCH_003,2025-10-07 13:08:43.473109,REF_STRIPE_3,0.73
TXN_STRIPE_20250928_0015,stripe,799.99,USD,completed,MERCH_015,2025-10-07 13:08:43.474643,REF_STRIPE_15,23.50
TXN_STRIPE_20250928_0021,stripe,1.49,USD,completed,MERCH_021,2025-10-07 13:08:43.475128,REF_STRIPE_21,0.34
TXN_STRIPE_20250928_0028,stripe,5.49,USD,completed,MERCH_028,2025-10-07 13:08:43.475969,REF_STRIPE_28,0.46
TXN_STRIPE_20250928_0029,stripe,3.99,USD,completed,MERCH_029,2025-10-07 13:08:43.476141,REF_STRIPE_29,0.42
TXN_STRIPE_20250928_0053,stripe,14.99,USD,completed,MERCH_003,2025-10-07 13:08:43.953478,REF_STRIPE_53,0.73
TXN_STRIPE_20250928_0087,stripe,1.99,USD,completed,MERCH_037,2025-10-07 13:08:43.957670,REF_STRIPE_87,0.36
TXN_STRIPE_20250928_0092,stripe,0.99,USD,completed,MERCH_042,2025-10-07 13:08:43.967196,REF_STRIPE_92,0.33
TXN_STRIPE_20250928_0127,stripe,6.99,USD,completed,MERCH_027,2025-10-07 13:08:46.950152,REF_STRIPE_127,0.50
TXN_STRIPE_20250928_0148,stripe,7.99,USD,completed,MERCH_048,2025-10-07 13:08:46.952269,REF_STRIPE_148,0.53
TXN_STRIPE_20250928_0160,stripe,79.99,USD,completed,MERCH_010,2025-10-07 13:08:47.226319,REF_STRIPE_160,2.62
TXN_STRIPE_20250928_0199,stripe,5.99,USD,completed,MERCH_049,2025-10-07 13:08:47.240718,REF_STRIPE_199,0.47
TXN_STRIPE_20250928_0210,stripe,79.99,USD,completed,MERCH_010,2025-10-07 13:08:47.617020,REF_STRIPE_210,2.62
TXN_STRIPE_20250928_0213,stripe,299.99,USD,completed,MERCH_013,2025-10-07 13:08:47.617328,REF_STRIPE_213,9.00
TXN_STRIPE_20250928_0214,stripe,499.99,USD,completed,MERCH_014,2025-10-07 13:08:47.617446,REF_STRIPE_214,14.80
TXN_STRIPE_20250928_0217,stripe,12.99,USD,completed,MERCH_017,2025-10-07 13:08:47.617887,REF_STRIPE_217,0.68
TXN_STRIPE_20250928_0234,stripe,7.99,USD,completed,MERCH_034,2025-10-07 13:08:47.619198,REF_STRIPE_234,0.53
TXN_STRIPE_20250928_0238,stripe,5.99,USD,completed,MERCH_038,2025-10-07 13:08:47.619649,REF_STRIPE_238,0.47
TXN_STRIPE_20250928_0277,stripe,6.99,USD,completed,MERCH_027,2025-10-07 13:08:47.993023,REF_STRIPE_277,0.50
TXN_STRIPE_20250928_0278,stripe,5.49,USD,completed,MERCH_028,2025-10-07 13:08:47.993094,REF_STRIPE_278,0.46
TXN_STRIPE_20250928_0296,stripe,14.99,USD,completed,MERCH_046,2025-10-07 13:08:47.994450,REF_STRIPE_296,0.73
TXN_STRIPE_20250928_0309,stripe,69.99,USD,completed,MERCH_009,2025-10-07 13:08:48.417729,REF_STRIPE_309,2.33
TXN_STRIPE_20250928_0326,stripe,0.99,USD,completed,MERCH_026,2025-10-07 13:08:48.419102,REF_STRIPE_326,0.33
TXN_STRIPE_20250928_0339,stripe,1.99,USD,completed,MERCH_039,2025-10-07 13:08:48.420272,REF_STRIPE_339,0.36
TXN_STRIPE_20250928_0365,stripe,799.99,USD,completed,MERCH_015,2025-10-07 13:08:48.833704,REF_STRIPE_365,23.50
TXN_STRIPE_20250928_0366,stripe,1.99,USD,completed,MERCH_016,2025-10-07 13:08:48.833769,REF_STRIPE_366,0.36
TXN_STRIPE_20250928_0383,stripe,4.99,USD,completed,MERCH_033,2025-10-07 13:08:48.835748,REF_STRIPE_383,0.44
TXN_STRIPE_20250928_0392,stripe,0.99,USD,completed,MERCH_042,2025-10-07 13:08:48.916690,REF_STRIPE_392,0.33
TXN_STRIPE_20250928_0418,stripe,8.99,USD,completed,MERCH_018,2025-10-07 13:08:49.230493,REF_STRIPE_418,0.56
TXN_STRIPE_20250928_0425,stripe,1.29,USD,completed,MERCH_025,2025-10-07 13:08:49.231281,REF_STRIPE_425,0.34
TXN_STRIPE_20250928_0460,stripe,79.99,USD,completed,MERCH_010,2025-10-07 13:08:49.620764,REF_STRIPE_460,2.62
TXN_STRIPE_20250928_0488,stripe,5.99,USD,completed,MERCH_038,2025-10-07 13:08:49.623003,REF_STRIPE_488,0.47
TXN_STRIPE_20250928_0491,stripe,2.49,USD,completed,MERCH_041,2025-10-07 13:08:49.623230,REF_STRIPE_491,0.37
TXN_STRIPE_20250928_0507,stripe,129.99,USD,completed,MERCH_007,2025-10-07 13:08:50.020751,REF_STRIPE_507,4.07
TXN_STRIPE_20250928_0520,stripe,4.99,USD,completed,MERCH_020,2025-10-07 13:08:50.030605,REF_STRIPE_520,0.44
TXN_STRIPE_20250928_0522,stripe,10.99,USD,completed,MERCH_022,2025-10-07 13:08:50.030807,REF_STRIPE_522,0.62
TXN_STRIPE_20250928_0530,stripe,2.49,USD,completed,MERCH_030,2025-10-07 13:08:50.031676,REF_STRIPE_530,0.37
TXN_STRIPE_20250928_0543,stripe,59.99,USD,completed,MERCH_043,2025-10-07 13:08:50.033025,REF_STRIPE_543,2.04
TXN_STRIPE_20250928_0579,stripe,3.99,USD,completed,MERCH_029,2025-10-07 13:08:50.419293,REF_STRIPE_579,0.42
TXN_STRIPE_20250928_0585,stripe,2.29,USD,completed,MERCH_035,2025-10-07 13:08:50.419777,REF_STRIPE_585,0.37
TXN_STRIPE_20250928_0587,stripe,1.99,USD,completed,MERCH_037,2025-10-07 13:08:50.419910,REF_STRIPE_587,0.36
TXN_STRIPE_20250928_0604,stripe,12.99,USD,completed,MERCH_004,2025-10-07 13:08:50.719435,REF_STRIPE_604,0.68
TXN_STRIPE_20250928_0615,stripe,799.99,USD,completed,MERCH_015,2025-10-07 13:08:50.720913,REF_STRIPE_615,23.50
TXN_STRIPE_20250928_0638,stripe,5.99,USD,completed,MERCH_038,2025-10-07 13:08:50.732017,REF_STRIPE_638,0.47
TXN_STRIPE_20250928_0641,stripe,2.49,USD,completed,MERCH_041,2025-10-07 13:08:50.732402,REF_STRIPE_641,0.37
TXN_STRIPE_20250928_0664,stripe,499.99,USD,completed,MERCH_014,2025-10-07 13:08:51.132572,REF_STRIPE_664,14.80
TXN_STRIPE_20250928_0674,stripe,14.99,USD,completed,MERCH_024,2025-10-07 13:08:51.134079,REF_STRIPE_674,0.73
