transaction_id,processor_name,amount,currency,status,merchant_id,transaction_date,reference_number,fee
TXN_PAYPAL_20251004_0012,paypal,2499.99,USD,completed,MERCH_012,2025-10-04 18:14:02.176814,REF_PAYPAL_12,72.80
TXN_PAYPAL_20251004_0018,paypal,8.99,USD,completed,MERCH_018,2025-10-04 18:14:02.178848,REF_PAYPAL_18,0.56
TXN_PAYPAL_20251004_0019,paypal,9.99,USD,completed,MERCH_019,2025-10-04 18:14:02.178848,REF_PAYPAL_19,0.59
TXN_PAYPAL_20251004_0029,paypal,3.99,USD,completed,MERCH_029,2025-10-04 18:14:02.178848,REF_PAYPAL_29,0.42
TXN_PAYPAL_20251004_0035,paypal,2.29,USD,completed,MERCH_035,2025-10-04 18:14:02.183848,REF_PAYPAL_35,0.37
TXN_PAYPAL_20251004_0041,paypal,2.49,USD,completed,MERCH_041,2025-10-04 18:14:02.191472,REF_PAYPAL_41,0.37
TXN_PAYPAL_20251004_0044,paypal,29.99,USD,completed,MERCH_044,2025-10-04 18:14:02.191472,REF_PAYPAL_44,1.17
TXN_PAYPAL_20251004_0048,paypal,7.99,USD,completed,MERCH_048,2025-10-04 18:14:02.191472,REF_PAYPAL_48,0.53
TXN_PAYPAL_20251004_0050,paypal,9.99,USD,completed,MERCH_050,2025-10-04 18:14:02.191472,REF_PAYPAL_50,0.59
TXN_PAYPAL_20251004_0057,paypal,129.99,USD,completed,MERCH_007,2025-10-04 18:14:02.688056,REF_PAYPAL_57,4.07
TXN_PAYPAL_20251004_0064,paypal,499.99,USD,completed,MERCH_014,2025-10-04 18:14:02.690088,REF_PAYPAL_64,14.80
TXN_PAYPAL_20251004_0068,paypal,8.99,USD,completed,MERCH_018,2025-10-04 18:14:02.690088,REF_PAYPAL_68,0.56
TXN_PAYPAL_20251004_0077,paypal,6.99,USD,completed,MERCH_027,2025-10-04 18:14:02.692118,REF_PAYPAL_77,0.50
TXN_PAYPAL_20251004_0082,paypal,3.49,USD,completed,MERCH_032,2025-10-04 18:14:02.692118,REF_PAYPAL_82,0.40
TXN_PAYPAL_20251004_0084,paypal,7.99,USD,completed,MERCH_034,2025-10-04 18:14:02.692118,REF_PAYPAL_84,0.53
TXN_PAYPAL_20251004_0087,paypal,1.99,USD,completed,MERCH_037,2025-10-04 18:14:02.694149,REF_PAYPAL_87,0.36
TXN_PAYPAL_20251004_0090,paypal,3.99,USD,completed,MERCH_040,2025-10-04 18:14:02.694149,REF_PAYPAL_90,0.42
TXN_PAYPAL_20251004_0094,paypal,29.99,USD,completed,MERCH_044,2025-10-04 18:14:02.694149,REF_PAYPAL_94,1.17
TXN_PAYPAL_20251004_0095,paypal,39.99,USD,completed,MERCH_045,2025-10-04 18:14:02.694149,REF_PAYPAL_95,1.46
TXN_PAYPAL_20251004_0100,paypal,9.99,USD,completed,MERCH_050,2025-10-04 18:14:02.694149,REF_PAYPAL_100,0.59
TXN_PAYPAL_20251004_0102,paypal,19.99,USD,completed,MERCH_002,2025-10-04 18:14:03.008077,REF_PAYPAL_102,0.88
TXN_PAYPAL_20251004_0104,paypal,12.99,USD,completed,MERCH_004,2025-10-04 18:14:03.008077,REF_PAYPAL_104,0.68
TXN_PAYPAL_20251004_0109,paypal,69.99,USD,completed,MERCH_009,2025-10-04 18:14:03.008077,REF_PAYPAL_109,2.33
TXN_PAYPAL_20251004_0115,paypal,799.99,USD,completed,MERCH_015,2025-10-04 18:14:03.010102,REF_PAYPAL_115,23.50
TXN_PAYPAL_20251004_0119,paypal,9.99,USD,completed,MERCH_019,2025-10-04 18:14:03.012128,REF_PAYPAL_119,0.59
TXN_PAYPAL_20251004_0120,paypal,4.99,USD,completed,MERCH_020,2025-10-04 18:14:03.012128,REF_PAYPAL_120,0.44
TXN_PAYPAL_20251004_0129,paypal,3.99,USD,completed,MERCH_029,2025-10-04 18:14:03.014158,REF_PAYPAL_129,0.42
TXN_PAYPAL_20251004_0132,paypal,3.49,USD,completed,MERCH_032,2025-10-04 18:14:03.014158,REF_PAYPAL_132,0.40
TXN_PAYPAL_20251004_0145,paypal,39.99,USD,completed,MERCH_045,2025-10-04 18:14:03.024485,REF_PAYPAL_145,1.46
TXN_PAYPAL_20251004_0149,paypal,5.99,USD,completed,MERCH_049,2025-10-04 18:14:03.024485,REF_PAYPAL_149,0.47
TXN_PAYPAL_20251004_0157,paypal,129.99,USD,completed,MERCH_007,2025-10-04 18:14:04.161321,REF_PAYPAL_157,4.07
TXN_PAYPAL_20251004_0167,paypal,12.99,USD,completed,MERCH_017,2025-10-04 18:14:04.163352,REF_PAYPAL_167,0.68
TXN_PAYPAL_20251004_0169,paypal,9.99,USD,completed,MERCH_019,2025-10-04 18:14:04.163352,REF_PAYPAL_169,0.59
TXN_PAYPAL_20251004_0175,paypal,1.29,USD,completed,MERCH_025,2025-10-04 18:14:04.164382,REF_PAYPAL_175,0.34
TXN_PAYPAL_20251004_0194,paypal,29.99,USD,completed,MERCH_044,2025-10-04 18:14:04.169069,REF_PAYPAL_194,1.17
TXN_PAYPAL_20251004_0200,paypal,9.99,USD,completed,MERCH_050,2025-10-04 18:14:04.171241,REF_PAYPAL_200,0.59
TXN_PAYPAL_20251004_0202,paypal,19.99,USD,completed,MERCH_002,2025-10-04 18:14:05.092661,REF_PAYPAL_202,0.88
TXN_PAYPAL_20251004_0204,paypal,12.99,USD,completed,MERCH_004,2025-10-04 18:14:05.092661,REF_PAYPAL_204,0.68
TXN_PAYPAL_20251004_0206,paypal,49.99,USD,completed,MERCH_006,2025-10-04 18:14:05.092661,REF_PAYPAL_206,1.75
TXN_PAYPAL_20251004_0207,paypal,129.99,USD,completed,MERCH_007,2025-10-04 18:14:05.092661,REF_PAYPAL_207,4.07
TXN_PAYPAL_20251004_0214,paypal,499.99,USD,completed,MERCH_014,2025-10-04 18:14:05.094690,REF_PAYPAL_214,14.80
TXN_PAYPAL_20251004_0218,paypal,8.99,USD,completed,MERCH_018,2025-10-04 18:14:05.094690,REF_PAYPAL_218,0.56
TXN_PAYPAL_20251004_0219,paypal,9.99,USD,completed,MERCH_019,2025-10-04 18:14:05.094690,REF_PAYPAL_219,0.59
TXN_PAYPAL_20251004_0220,paypal,4.99,USD,completed,MERCH_020,2025-10-04 18:14:05.094690,REF_PAYPAL_220,0.44
TXN_PAYPAL_20251004_0226,paypal,0.99,USD,completed,MERCH_026,2025-10-04 18:14:05.094690,REF_PAYPAL_226,0.33
TXN_PAYPAL_20251004_0229,paypal,3.99,USD,completed,MERCH_029,2025-10-04 18:14:05.094690,REF_PAYPAL_229,0.42
TXN_PAYPAL_20251004_0233,paypal,4.99,USD,completed,MERCH_033,2025-10-04 18:14:05.096715,REF_PAYPAL_233,0.44
TXN_PAYPAL_20251004_0239,paypal,1.99,USD,completed,MERCH_039,2025-10-04 18:14:05.096715,REF_PAYPAL_239,0.36
TXN_PAYPAL_20251004_0242,paypal,0.99,USD,completed,MERCH_042,2025-10-04 18:14:05.096715,REF_PAYPAL_242,0.33
TXN_PAYPAL_20251004_0257,paypal,129.99,USD,completed,MERCH_007,2025-10-04 18:14:05.562021,REF_PAYPAL_257,4.07
TXN_PAYPAL_20251004_0261,paypal,1899.99,USD,completed,MERCH_011,2025-10-04 18:14:05.564049,REF_PAYPAL_261,55.40
TXN_PAYPAL_20251004_0265,paypal,799.99,USD,completed,MERCH_015,2025-10-04 18:14:05.564049,REF_PAYPAL_265,23.50
TXN_PAYPAL_20251004_0269,paypal,9.99,USD,completed,MERCH_019,2025-10-04 18:14:05.565078,REF_PAYPAL_269,0.59
TXN_PAYPAL_20251004_0271,paypal,1.49,USD,completed,MERCH_021,2025-10-04 18:14:05.565078,REF_PAYPAL_271,0.34
TXN_PAYPAL_20251004_0277,paypal,6.99,USD,completed,MERCH_027,2025-10-04 18:14:05.568544,REF_PAYPAL_277,0.50
TXN_PAYPAL_20251004_0279,paypal,3.99,USD,completed,MERCH_029,2025-10-04 18:14:05.570572,REF_PAYPAL_279,0.42
TXN_PAYPAL_20251004_0280,paypal,2.49,USD,completed,MERCH_030,2025-10-04 18:14:05.570572,REF_PAYPAL_280,0.37
TXN_PAYPAL_20251004_0282,paypal,3.49,USD,completed,MERCH_032,2025-10-04 18:14:05.570572,REF_PAYPAL_282,0.40
TXN_PAYPAL_20251004_0291,paypal,2.49,USD,completed,MERCH_041,2025-10-04 18:14:05.570572,REF_PAYPAL_291,0.37
TXN_PAYPAL_20251004_0312,paypal,2499.99,USD,completed,MERCH_012,2025-10-04 18:14:06.271210,REF_PAYPAL_312,72.80
TXN_PAYPAL_20251004_0317,paypal,12.99,USD,completed,MERCH_017,2025-10-04 18:14:06.271210,REF_PAYPAL_317,0.68
TXN_PAYPAL_20251004_0326,paypal,0.99,USD,completed,MERCH_026,2025-10-04 18:14:06.275266,REF_PAYPAL_326,0.33
TXN_PAYPAL_20251004_0330,paypal,2.49,USD,completed,MERCH_030,2025-10-04 18:14:06.277291,REF_PAYPAL_330,0.37
TXN_PAYPAL_20251004_0341,paypal,2.49,USD,completed,MERCH_041,2025-10-04 18:14:06.277291,REF_PAYPAL_341,0.37
TXN_PAYPAL_20251004_0352,paypal,19.99,USD,completed,MERCH_002,2025-10-04 18:14:06.711991,REF_PAYPAL_352,0.88
TXN_PAYPAL_20251004_0359,paypal,69.99,USD,completed,MERCH_009,2025-10-04 18:14:06.711991,REF_PAYPAL_359,2.33
TXN_PAYPAL_20251004_0371,paypal,1.49,USD,completed,MERCH_021,2025-10-04 18:14:06.724412,REF_PAYPAL_371,0.34
TXN_PAYPAL_20251004_0377,paypal,6.99,USD,completed,MERCH_027,2025-10-04 18:14:06.730516,REF_PAYPAL_377,0.50
TXN_PAYPAL_20251004_0387,paypal,1.99,USD,completed,MERCH_037,2025-10-04 18:14:06.730516,REF_PAYPAL_387,0.36
TXN_PAYPAL_20251004_0401,paypal,9.99,USD,completed,MERCH_001,2025-10-04 18:14:07.214298,REF_PAYPAL_401,0.59
TXN_PAYPAL_20251004_0407,paypal,129.99,USD,completed,MERCH_007,2025-10-04 18:14:07.216211,REF_PAYPAL_407,4.07
TXN_PAYPAL_20251004_0417,paypal,12.99,USD,completed,MERCH_017,2025-10-04 18:14:07.225798,REF_PAYPAL_417,0.68
TXN_PAYPAL_20251004_0420,paypal,4.99,USD,completed,MERCH_020,2025-10-04 18:14:07.225798,REF_PAYPAL_420,0.44
TXN_PAYPAL_20251004_0421,paypal,1.49,USD,completed,MERCH_021,2025-10-04 18:14:07.225798,REF_PAYPAL_421,0.34
TXN_PAYPAL_20251004_0430,paypal,2.49,USD,completed,MERCH_030,2025-10-04 18:14:07.227838,REF_PAYPAL_430,0.37
TXN_PAYPAL_20251004_0431,paypal,0.79,USD,completed,MERCH_031,2025-10-04 18:14:07.227838,REF_PAYPAL_431,0.32
TXN_PAYPAL_20251004_0442,paypal,0.99,USD,completed,MERCH_042,2025-10-04 18:14:07.227838,REF_PAYPAL_442,0.33
