transaction_id,processor_name,amount,currency,status,merchant_id,transaction_date,reference_number,fee
TXN_STRIPE_20250115_0006,stripe,49.99,USD,completed,MERCH_006,2025-10-07 19:01:00.230447,REF_STRIPE_6,1.75
TXN_STRIPE_20250115_0016,stripe,1.99,USD,completed,MERCH_016,2025-10-07 19:01:00.231012,REF_STRIPE_16,0.36
TXN_STRIPE_20250115_0029,stripe,3.99,USD,completed,MERCH_029,2025-10-07 19:01:00.231784,REF_STRIPE_29,0.42
TXN_STRIPE_20250115_0032,stripe,3.49,USD,completed,MERCH_032,2025-10-07 19:01:00.231941,REF_STRIPE_32,0.40
TXN_STRIPE_20250115_0038,stripe,5.99,USD,completed,MERCH_038,2025-10-07 19:01:00.242428,REF_STRIPE_38,0.47
TXN_STRIPE_20250115_0050,stripe,9.99,USD,completed,MERCH_050,2025-10-07 19:01:00.243062,REF_STRIPE_50,0.59
TXN_STRIPE_20250115_0052,stripe,19.99,USD,completed,MERCH_002,2025-10-07 19:01:00.576862,REF_STRIPE_52,0.88
TXN_STRIPE_20250115_0055,stripe,8.99,USD,completed,MERCH_005,2025-10-07 19:01:00.576990,REF_STRIPE_55,0.56
TXN_STRIPE_20250115_0056,stripe,49.99,USD,completed,MERCH_006,2025-10-07 19:01:00.577029,REF_STRIPE_56,1.75
TXN_STRIPE_20250115_0060,stripe,79.99,USD,completed,MERCH_010,2025-10-07 19:01:00.577275,REF_STRIPE_60,2.62
TXN_STRIPE_20250115_0065,stripe,799.99,USD,completed,MERCH_015,2025-10-07 19:01:00.577462,REF_STRIPE_65,23.50
TXN_STRIPE_20250115_0070,stripe,4.99,USD,completed,MERCH_020,2025-10-07 19:01:00.577709,REF_STRIPE_70,0.44
TXN_STRIPE_20250115_0073,stripe,2.99,USD,completed,MERCH_023,2025-10-07 19:01:00.577873,REF_STRIPE_73,0.39
TXN_STRIPE_20250115_0075,stripe,1.29,USD,completed,MERCH_025,2025-10-07 19:01:00.577945,REF_STRIPE_75,0.34
TXN_STRIPE_20250115_0079,stripe,3.99,USD,completed,MERCH_029,2025-10-07 19:01:00.578086,REF_STRIPE_79,0.42
TXN_STRIPE_20250115_0083,stripe,4.99,USD,completed,MERCH_033,2025-10-07 19:01:00.578227,REF_STRIPE_83,0.44
TXN_STRIPE_20250115_0084,stripe,7.99,USD,completed,MERCH_034,2025-10-07 19:01:00.578263,REF_STRIPE_84,0.53
TXN_STRIPE_20250115_0085,stripe,2.29,USD,completed,MERCH_035,2025-10-07 19:01:00.578298,REF_STRIPE_85,0.37
TXN_STRIPE_20250115_0097,stripe,49.99,USD,completed,MERCH_047,2025-10-07 19:01:00.578725,REF_STRIPE_97,1.75
TXN_STRIPE_20250115_0101,stripe,9.99,USD,completed,MERCH_001,2025-10-07 19:01:00.940487,REF_STRIPE_101,0.59
TXN_STRIPE_20250115_0103,stripe,14.99,USD,completed,MERCH_003,2025-10-07 19:01:00.940625,REF_STRIPE_103,0.73
TXN_STRIPE_20250115_0105,stripe,8.99,USD,completed,MERCH_005,2025-10-07 19:01:00.940755,REF_STRIPE_105,0.56
TXN_STRIPE_20250115_0106,stripe,49.99,USD,completed,MERCH_006,2025-10-07 19:01:00.940795,REF_STRIPE_106,1.75
TXN_STRIPE_20250115_0110,stripe,79.99,USD,completed,MERCH_010,2025-10-07 19:01:00.941630,REF_STRIPE_110,2.62
TXN_STRIPE_20250115_0115,stripe,799.99,USD,completed,MERCH_015,2025-10-07 19:01:00.941881,REF_STRIPE_115,23.50
TXN_STRIPE_20250115_0116,stripe,1.99,USD,completed,MERCH_016,2025-10-07 19:01:00.941919,REF_STRIPE_116,0.36
TXN_STRIPE_20250115_0119,stripe,9.99,USD,completed,MERCH_019,2025-10-07 19:01:00.942032,REF_STRIPE_119,0.59
TXN_STRIPE_20250115_0122,stripe,10.99,USD,completed,MERCH_022,2025-10-07 19:01:00.942183,REF_STRIPE_122,0.62
TXN_STRIPE_20250115_0136,stripe,19.99,USD,completed,MERCH_036,2025-10-07 19:01:00.942833,REF_STRIPE_136,0.88
TXN_STRIPE_20250115_0138,stripe,5.99,USD,completed,MERCH_038,2025-10-07 19:01:00.942963,REF_STRIPE_138,0.47
TXN_STRIPE_20250115_0139,stripe,1.99,USD,completed,MERCH_039,2025-10-07 19:01:00.943001,REF_STRIPE_139,0.36
TXN_STRIPE_20250115_0140,stripe,3.99,USD,completed,MERCH_040,2025-10-07 19:01:00.943038,REF_STRIPE_140,0.42
TXN_STRIPE_20250115_0146,stripe,14.99,USD,completed,MERCH_046,2025-10-07 19:01:00.943300,REF_STRIPE_146,0.73
